0.0227	0.450
0.0427	0.431
0.0627	0.415
0.0827	0.400
0.1027	0.384
0.1228	0.376
0.1428	0.366
0.1628	0.357
0.1829	0.353
0.2030	0.348
0.2231	0.346
0.2432	0.345
0.2633	0.345
0.2834	0.352
0.3036	0.359
0.3237	0.367
0.3439	0.377
0.3640	0.388
0.3842	0.402
0.4044	0.417
0.4246	0.435
0.4448	0.452
0.4650	0.471
0.4852	0.488
0.5054	0.508
0.5256	0.527
0.5458	0.546
0.5661	0.567
0.5863	0.585
0.6065	0.603
0.6267	0.620
0.6469	0.636
0.6671	0.653
0.6872	0.663
0.7074	0.676
0.7276	0.689
0.7477	0.697
0.7678	0.699
0.7880	0.703
0.8081	0.703
0.8282	0.703
0.8482	0.702
0.8683	0.693
0.8883	0.682
0.9084	0.673
0.9284	0.665
0.9485	0.652
0.9685	0.635
0.9885	0.619
1.0085	0.602
1.0285	0.585
1.0485	0.567
1.0684	0.547
1.0884	0.528
1.1084	0.509
1.1284	0.491
1.1484	0.472
1.1684	0.454
1.1884	0.438
1.2084	0.419
1.2284	0.405
1.2484	0.391
1.2685	0.380
1.2885	0.370
1.3086	0.362
1.3286	0.353
1.3487	0.352
1.3688	0.349
1.3889	0.346
1.4090	0.348
1.4291	0.354
1.4493	0.360
1.4694	0.368
1.4896	0.377
1.5097	0.389
1.5299	0.401
1.5501	0.417
1.5703	0.434
1.5905	0.452
1.6107	0.469
1.6309	0.487
1.6511	0.506
1.6713	0.524
1.6915	0.543
1.7117	0.561
1.7319	0.582
1.7522	0.600
1.7723	0.616
1.7925	0.632
1.8127	0.646
1.8329	0.662
1.8531	0.673
1.8732	0.683
1.8934	0.690
1.9135	0.696
1.9336	0.699
1.9537	0.702
1.9738	0.700
1.9939	0.698
2.0140	0.693
2.0341	0.686
2.0541	0.678
2.0741	0.664
2.0942	0.652
2.1142	0.638
2.1342	0.624
2.1542	0.608
2.1742	0.591
2.1942	0.571
2.2142	0.555
2.2342	0.535
2.2542	0.516
2.2742	0.499
2.2942	0.480
2.3141	0.459
2.3341	0.442
2.3541	0.426
2.3742	0.411
2.3942	0.395
2.4142	0.386
2.4342	0.373
2.4543	0.364
2.4743	0.358
2.4944	0.352
2.5145	0.350
2.5346	0.352
2.5547	0.353
2.5748	0.355
2.5950	0.360
2.6151	0.367
2.6352	0.373
2.6554	0.383
2.6756	0.398
2.6958	0.411
2.7160	0.429
2.7362	0.445
2.7563	0.460
2.7766	0.480
2.7968	0.498
2.8170	0.516
2.8372	0.534
2.8574	0.553
2.8776	0.571
2.8978	0.590
2.9180	0.607
2.9382	0.623
2.9584	0.638
2.9786	0.651
2.9987	0.666
3.0189	0.673
3.0390	0.684
3.0592	0.691
3.0793	0.695
3.0994	0.698
3.1195	0.698
3.1396	0.694
3.1597	0.690
3.1798	0.687
3.1998	0.680
3.2199	0.671
3.2399	0.660
3.2599	0.646
3.2799	0.632
3.3000	0.617
3.3200	0.601
3.3400	0.584
3.3599	0.565
3.3799	0.547
3.3999	0.529
3.4199	0.511
3.4399	0.492
3.4599	0.474
3.4799	0.454
3.4999	0.438
3.5199	0.423
3.5399	0.408
3.5600	0.396
3.5800	0.382
3.6000	0.375
3.6201	0.368
3.6402	0.361
3.6602	0.354
3.6803	0.352
3.7004	0.355
3.7205	0.353
3.7407	0.359
3.7608	0.363
3.7809	0.369
3.8011	0.381
3.8212	0.393
3.8414	0.404
3.8616	0.419
3.8818	0.433
3.9020	0.452
3.9222	0.466
3.9424	0.487
3.9626	0.504
3.9828	0.523
4.0030	0.541
4.0232	0.559
4.0434	0.578
4.0636	0.596
4.0838	0.612
4.1040	0.630
4.1242	0.641
4.1444	0.656
4.1645	0.667
4.1847	0.677
4.2048	0.684
4.2250	0.690
4.2451	0.694
4.2652	0.696
4.2853	0.696
4.3054	0.694
4.3255	0.689
4.3455	0.684
4.3656	0.676
4.3856	0.666
4.4057	0.655
4.4257	0.643
4.4457	0.626
4.4657	0.611
4.4857	0.595
4.5057	0.576
4.5257	0.561
4.5457	0.543
4.5657	0.523
4.5857	0.506
4.6057	0.488
4.6257	0.471
4.6457	0.451
4.6657	0.435
4.6857	0.421
4.7057	0.407
4.7258	0.395
4.7458	0.384
4.7658	0.373
4.7859	0.365
4.8060	0.360
4.8260	0.356
4.8461	0.355
4.8662	0.357
4.8864	0.360
4.9065	0.363
4.9266	0.369
4.9467	0.374
4.9669	0.386
4.9871	0.395
5.0072	0.410
5.0274	0.424
5.0476	0.442
5.0678	0.458
5.0880	0.474
5.1082	0.492
5.1284	0.510
5.1486	0.527
5.1688	0.545
5.1890	0.563
5.2093	0.582
5.2294	0.599
5.2496	0.614
5.2698	0.629
5.2900	0.643
5.3102	0.657
5.3303	0.664
5.3505	0.677
5.3706	0.684
5.3907	0.685
5.4109	0.691
5.4310	0.690
5.4511	0.692
5.4712	0.690
5.4912	0.682
5.5113	0.679
5.5314	0.668
5.5514	0.658
5.5714	0.647
5.5915	0.638
5.6115	0.621
5.6315	0.605
5.6515	0.590
5.6715	0.573
5.6915	0.556
5.7115	0.536
5.7315	0.519
5.7515	0.501
5.7715	0.483
5.7915	0.467
5.8115	0.450
5.8315	0.435
5.8515	0.418
5.8715	0.406
5.8916	0.394
5.9116	0.384
5.9317	0.378
5.9517	0.369
5.9718	0.364
5.9919	0.361
6.0120	0.359
6.0321	0.360
6.0522	0.363
6.0723	0.367
6.0924	0.374
6.1126	0.382
6.1327	0.392
6.1529	0.403
6.1731	0.415
6.1933	0.433
6.2135	0.448
6.2336	0.461
6.2539	0.480
6.2741	0.498
6.2943	0.515
6.3145	0.536
6.3347	0.552
6.3549	0.570
6.3751	0.586
6.3953	0.603
6.4155	0.617
6.4356	0.632
6.4558	0.644
6.4760	0.656
6.4962	0.668
6.5163	0.677
6.5364	0.682
6.5566	0.687
6.5767	0.689
6.5968	0.691
6.6169	0.690
6.6370	0.687
6.6570	0.681
6.6771	0.672
6.6971	0.666
6.7172	0.654
6.7372	0.642
6.7572	0.629
6.7772	0.615
6.7972	0.598
6.8172	0.582
6.8373	0.565
6.8573	0.548
6.8773	0.531
6.8973	0.513
6.9173	0.496
6.9372	0.479
6.9573	0.463
6.9772	0.444
6.9973	0.429
7.0173	0.416
7.0373	0.400
7.0573	0.389
7.0774	0.380
7.0974	0.375
7.1175	0.366
7.1376	0.364
7.1577	0.359
7.1778	0.359
7.1979	0.362
7.2180	0.363
7.2381	0.368
7.2582	0.374
7.2784	0.386
7.2986	0.393
7.3187	0.407
7.3389	0.421
7.3591	0.434
7.3793	0.450
7.3995	0.468
7.4197	0.482
7.4399	0.502
7.4601	0.520
7.4803	0.537
7.5005	0.554
7.5207	0.573
7.5409	0.587
7.5611	0.605
7.5813	0.620
7.6014	0.633
7.6216	0.645
7.6418	0.655
7.6619	0.665
7.6821	0.675
7.7022	0.679
7.7223	0.685
7.7424	0.685
7.7626	0.687
7.7827	0.686
7.8027	0.683
7.8228	0.678
7.8428	0.668
7.8629	0.662
7.8829	0.649
7.9030	0.637
7.9230	0.624
7.9430	0.610
7.9630	0.595
7.9830	0.577
8.0030	0.560
8.0230	0.544
8.0430	0.526
8.0630	0.509
8.0830	0.492
8.1030	0.475
8.1230	0.459
8.1430	0.441
8.1630	0.426
8.1831	0.414
8.2031	0.400
8.2231	0.388
8.2432	0.380
8.2632	0.372
8.2833	0.370
8.3034	0.363
8.3235	0.361
8.3436	0.361
8.3637	0.363
8.3838	0.366
8.4039	0.373
8.4241	0.376
8.4442	0.388
8.4644	0.397
8.4846	0.412
8.5047	0.425
8.5249	0.440
8.5451	0.454
8.5653	0.471
8.5855	0.490
8.6057	0.507
8.6259	0.524
8.6461	0.541
8.6663	0.557
8.6865	0.574
8.7067	0.593
8.7269	0.608
8.7471	0.622
8.7673	0.635
8.7874	0.649
8.8076	0.660
8.8278	0.668
8.8479	0.675
8.8680	0.678
8.8881	0.684
8.9083	0.686
8.9283	0.685
8.9484	0.684
8.9685	0.680
8.9886	0.674
9.0086	0.664
9.0287	0.657
9.0487	0.644
9.0687	0.632
9.0888	0.619
9.1088	0.605
9.1288	0.590
9.1488	0.571
9.1688	0.555
9.1888	0.539
9.2088	0.522
9.2288	0.505
9.2488	0.486
9.2688	0.470
9.2888	0.454
9.3088	0.439
9.3288	0.422
9.3488	0.410
9.3689	0.398
9.3889	0.391
9.4090	0.380
9.4290	0.374
9.4491	0.368
9.4692	0.365
9.4893	0.363
9.5094	0.363
9.5295	0.365
9.5496	0.370
9.5697	0.375
9.5899	0.383
9.6101	0.392
9.6302	0.403
9.6504	0.414
9.6706	0.430
9.6907	0.444
9.7109	0.460
9.7311	0.476
9.7513	0.494
9.7715	0.511
9.7917	0.528
9.8119	0.545
9.8321	0.562
9.8523	0.577
9.8725	0.595
9.8927	0.610
9.9129	0.624
9.9331	0.636
9.9532	0.647
9.9734	0.657
9.9935	0.665
10.0137	0.674
10.0338	0.676
10.0539	0.682
10.0740	0.684
10.0941	0.683
10.1142	0.681
10.1343	0.675
10.1544	0.670
10.1744	0.663
10.1945	0.653
10.2145	0.639
10.2345	0.628
10.2545	0.615
10.2746	0.600
10.2946	0.585
10.3146	0.567
10.3346	0.551
10.3546	0.535
10.3746	0.518
10.3946	0.501
10.4146	0.482
10.4346	0.469
10.4546	0.451
10.4746	0.436
10.4946	0.424
10.5146	0.408
10.5347	0.397
10.5547	0.387
10.5748	0.381
10.5948	0.374
10.6149	0.370
10.6350	0.366
10.6551	0.366
10.6752	0.367
10.6953	0.370
10.7154	0.373
10.7356	0.379
10.7557	0.387
10.7759	0.396
10.7960	0.407
10.8162	0.422
10.8364	0.436
10.8566	0.449
10.8768	0.464
10.8970	0.483
10.9172	0.499
10.9374	0.516
10.9576	0.533
10.9778	0.549
10.9980	0.565
11.0182	0.583
11.0383	0.598
11.0585	0.612
11.0787	0.625
11.0989	0.637
11.1190	0.648
11.1392	0.658
11.1593	0.665
11.1795	0.671
11.1996	0.677
11.2197	0.681
11.2398	0.682
11.2599	0.681
11.2800	0.677
11.3001	0.673
11.3201	0.663
11.3402	0.655
11.3602	0.649
11.3803	0.635
11.4003	0.623
11.4203	0.610
11.4403	0.595
11.4603	0.580
11.4803	0.562
11.5003	0.546
11.5203	0.530
11.5403	0.513
11.5604	0.498
11.5803	0.479
11.6004	0.466
11.6204	0.448
11.6404	0.434
11.6604	0.419
11.6804	0.407
11.7005	0.397
11.7205	0.388
11.7406	0.381
11.7606	0.375
11.7807	0.371
11.8008	0.369
11.8209	0.368
11.8410	0.369
11.8611	0.372
11.8813	0.377
11.9014	0.383
11.9215	0.391
11.9417	0.400
11.9619	0.412
11.9820	0.424
12.0022	0.439
12.0224	0.454
12.0426	0.469
12.0628	0.485
12.0830	0.504
12.1032	0.520
12.1234	0.536
12.1436	0.552
12.1638	0.568
12.1840	0.586
12.2042	0.601
12.2243	0.614
12.2445	0.627
12.2647	0.638
12.2849	0.651
12.3050	0.657
12.3251	0.667
12.3453	0.673
12.3654	0.673
12.3855	0.675
12.4056	0.678
12.4257	0.674
12.4458	0.674
12.4659	0.669
12.4859	0.659
12.5060	0.651
12.5260	0.644
12.5460	0.631
12.5661	0.618
12.5861	0.605
12.6061	0.590
12.6261	0.573
12.6461	0.560
12.6661	0.542
12.6861	0.526
12.7061	0.512
12.7261	0.493
12.7461	0.478
12.7661	0.460
12.7862	0.445
12.8062	0.429
12.8262	0.417
12.8462	0.406
12.8663	0.396
12.8863	0.388
12.9064	0.381
12.9264	0.376
12.9465	0.373
12.9666	0.370
12.9867	0.373
13.0068	0.372
13.0270	0.378
13.0471	0.380
13.0672	0.387
13.0874	0.395
13.1075	0.405
13.1277	0.416
13.1479	0.431
13.1680	0.444
13.1882	0.459
13.2084	0.474
13.2286	0.489
13.2488	0.508
13.2690	0.525
13.2892	0.540
13.3094	0.556
13.3296	0.572
13.3498	0.587
13.3700	0.601
13.3902	0.617
13.4103	0.629
13.4305	0.640
13.4506	0.650
13.4708	0.658
13.4909	0.667
13.5111	0.669
13.5312	0.673
13.5513	0.676
13.5714	0.676
13.5915	0.674
13.6116	0.671
13.6316	0.666
13.6517	0.659
13.6717	0.647
13.6918	0.638
13.7118	0.627
13.7318	0.614
13.7518	0.598
13.7719	0.583
13.7919	0.568
13.8119	0.553
13.8319	0.534
13.8519	0.521
13.8719	0.502
13.8919	0.487
13.9119	0.471
13.9319	0.454
13.9519	0.442
13.9719	0.427
13.9920	0.415
14.0120	0.405
14.0321	0.395
14.0521	0.384
14.0722	0.378
14.0922	0.373
14.1123	0.373
14.1324	0.372
14.1525	0.370
14.1726	0.372
14.1927	0.375
14.2129	0.380
14.2330	0.388
14.2532	0.399
14.2733	0.408
14.2935	0.420
14.3137	0.433
14.3339	0.446
14.3540	0.461
14.3742	0.479
14.3944	0.494
14.4146	0.512
14.4348	0.528
14.4550	0.544
14.4752	0.560
14.4954	0.575
14.5156	0.592
14.5358	0.605
14.5560	0.618
14.5761	0.630
14.5963	0.644
14.6165	0.652
14.6366	0.658
14.6567	0.663
14.6769	0.668
14.6970	0.674
14.7171	0.672
14.7372	0.674
14.7573	0.669
14.7773	0.667
14.7974	0.662
14.8175	0.654
14.8375	0.643
14.8576	0.636
14.8776	0.621
14.8976	0.609
14.9176	0.595
14.9376	0.578
14.9576	0.564
14.9777	0.549
14.9977	0.533
15.0177	0.517
15.0377	0.498
15.0577	0.486
15.0777	0.468
15.0977	0.451
15.1177	0.437
15.1377	0.424
15.1578	0.413
15.1778	0.400
15.1978	0.392
15.2179	0.385
15.2380	0.378
15.2580	0.375
15.2781	0.372
15.2982	0.372
15.3183	0.372
15.3385	0.377
15.3586	0.381
15.3787	0.384
15.3989	0.394
15.4190	0.403
15.4391	0.410
15.4593	0.424
15.4795	0.437
15.4997	0.451
15.5199	0.465
15.5401	0.482
15.5603	0.498
15.5805	0.514
15.6007	0.532
15.6208	0.547
15.6410	0.563
15.6612	0.577
15.6814	0.592
15.7016	0.608
15.7218	0.620
15.7419	0.631
15.7621	0.642
15.7822	0.650
15.8024	0.657
15.8225	0.666
15.8427	0.669
15.8628	0.671
15.8829	0.673
15.9030	0.671
15.9230	0.666
15.9431	0.661
15.9632	0.655
15.9832	0.648
16.0033	0.638
16.0233	0.629
16.0433	0.614
16.0634	0.604
16.0834	0.589
16.1034	0.574
16.1234	0.560
16.1434	0.544
16.1634	0.529
16.1834	0.510
16.2034	0.495
16.2235	0.480
16.2435	0.466
16.2635	0.449
16.2835	0.436
16.3035	0.421
16.3236	0.410
16.3436	0.400
16.3637	0.396
16.3837	0.385
16.4038	0.380
16.4238	0.376
16.4440	0.377
16.4640	0.373
16.4841	0.375
16.5043	0.378
16.5244	0.382
16.5445	0.388
16.5647	0.396
16.5848	0.408
16.6050	0.417
16.6252	0.429
16.6454	0.445
16.6655	0.456
16.6857	0.470
16.7059	0.484
16.7261	0.503
16.7463	0.518
16.7665	0.536
16.7867	0.551
16.8069	0.566
16.8270	0.580
16.8472	0.594
16.8674	0.609
16.8876	0.621
16.9077	0.632
16.9279	0.642
16.9481	0.652
16.9682	0.656
16.9883	0.660
17.0084	0.664
17.0286	0.669
17.0487	0.670
17.0687	0.668
17.0888	0.662
17.1089	0.657
17.1290	0.651
17.1490	0.643
17.1691	0.635
17.1891	0.624
17.2091	0.612
17.2292	0.600
17.2492	0.584
17.2692	0.569
17.2892	0.555
17.3092	0.541
17.3292	0.525
17.3492	0.510
17.3692	0.492
17.3892	0.477
17.4092	0.461
17.4293	0.450
17.4493	0.434
17.4693	0.423
17.4894	0.412
17.5094	0.401
17.5294	0.392
17.5495	0.386
17.5696	0.381
17.5897	0.378
17.6097	0.376
17.6299	0.376
17.6500	0.378
17.6701	0.384
17.6902	0.386
17.7104	0.395
17.7305	0.402
17.7507	0.412
17.7708	0.422
17.7910	0.433
17.8112	0.447
17.8314	0.462
17.8515	0.476
17.8717	0.491
17.8919	0.506
17.9121	0.524
17.9323	0.536
17.9525	0.554
17.9727	0.568
17.9928	0.582
18.0130	0.595
18.0332	0.608
18.0534	0.622
18.0735	0.633
18.0937	0.641
18.1138	0.649
18.1340	0.658
18.1541	0.660
18.1742	0.663
18.1943	0.665
18.2144	0.664
18.2345	0.663
18.2546	0.662
18.2747	0.657
18.2947	0.651
18.3148	0.640
18.3348	0.630
18.3549	0.617
18.3749	0.605
18.3949	0.593
18.4149	0.580
18.4350	0.566
18.4550	0.552
18.4750	0.536
18.4950	0.521
18.5150	0.506
18.5350	0.490
18.5550	0.474
18.5750	0.461
18.5951	0.445
18.6151	0.433
18.6351	0.419
18.6552	0.411
18.6752	0.402
18.6953	0.395
18.7153	0.386
18.7354	0.383
18.7555	0.379
18.7756	0.378
18.7957	0.378
18.8158	0.381
18.8359	0.384
18.8560	0.389
18.8762	0.398
18.8963	0.406
18.9165	0.416
18.9366	0.426
18.9568	0.438
18.9770	0.450
18.9972	0.466
19.0173	0.478
19.0375	0.495
19.0577	0.510
19.0779	0.524
19.0981	0.540
19.1183	0.556
19.1385	0.571
19.1587	0.585
19.1788	0.598
19.1990	0.613
19.2192	0.623
19.2393	0.634
19.2595	0.642
19.2796	0.649
19.2998	0.657
19.3199	0.658
19.3400	0.664
19.3601	0.666
19.3802	0.662
19.4003	0.660
19.4204	0.656
19.4404	0.650
19.4605	0.643
19.4806	0.635
19.5006	0.626
19.5206	0.616
19.5407	0.601
19.5607	0.588
19.5807	0.575
19.6007	0.561
19.6207	0.544
19.6408	0.532
19.6608	0.515
19.6808	0.500
19.7008	0.486
19.7208	0.472
19.7408	0.456
19.7608	0.443
19.7809	0.431
19.8009	0.421
19.8210	0.411
19.8410	0.400
19.8611	0.393
19.8811	0.390
19.9012	0.384
19.9213	0.381
19.9414	0.380
19.9615	0.384
19.9816	0.383
20.0017	0.387
20.0219	0.395
20.0420	0.399
20.0621	0.408
20.0823	0.420
20.1025	0.430
20.1226	0.442
20.1428	0.455
20.1630	0.468
20.1832	0.485
20.2034	0.499
20.2236	0.514
20.2438	0.531
20.2639	0.546
20.2841	0.561
20.3043	0.574
20.3245	0.587
20.3447	0.602
20.3648	0.614
20.3850	0.625
20.4052	0.637
20.4253	0.642
20.4454	0.649
20.4656	0.653
20.4857	0.657
20.5058	0.660
20.5259	0.660
20.5460	0.663
20.5661	0.660
20.5862	0.653
20.6062	0.647
20.6263	0.643
20.6463	0.631
20.6664	0.622
20.6864	0.611
20.7064	0.597
20.7265	0.584
20.7465	0.574
20.7665	0.558
20.7865	0.543
20.8065	0.528
20.8265	0.511
20.8466	0.497
20.8666	0.483
20.8866	0.468
20.9066	0.456
20.9266	0.440
20.9467	0.429
20.9667	0.419
20.9867	0.410
21.0068	0.399
21.0269	0.397
21.0469	0.391
21.0670	0.384
21.0871	0.383
21.1072	0.382
21.1273	0.383
21.1474	0.386
21.1675	0.393
21.1877	0.398
21.2078	0.405
21.2280	0.414
21.2481	0.424
21.2683	0.434
21.2885	0.447
21.3087	0.462
21.3288	0.472
21.3490	0.488
21.3692	0.503
21.3894	0.520
21.4096	0.539
21.4298	0.552
21.4500	0.566
21.4701	0.580
21.4903	0.596
21.5105	0.605
21.5306	0.616
21.5508	0.626
21.5710	0.638
21.5911	0.645
21.6113	0.653
21.6314	0.657
21.6515	0.663
21.6716	0.664
21.6917	0.666
21.7118	0.663
21.7319	0.660
21.7520	0.656
21.7720	0.650
21.7921	0.640
21.8121	0.632
21.8322	0.621
21.8522	0.608
21.8722	0.595
21.8922	0.580
21.9123	0.570
21.9323	0.556
21.9523	0.539
21.9723	0.525
21.9923	0.511
22.0123	0.493
22.0324	0.483
22.0524	0.466
22.0724	0.454
22.0924	0.439
22.1125	0.428
22.1325	0.418
22.1525	0.407
22.1726	0.402
22.1927	0.396
22.2127	0.389
22.2328	0.385
22.2529	0.384
22.2730	0.384
22.2931	0.386
22.3132	0.388
22.3334	0.393
22.3535	0.399
22.3736	0.409
22.3938	0.415
22.4139	0.427
22.4341	0.438
22.4543	0.451
22.4745	0.463
22.4946	0.477
22.5148	0.494
22.5350	0.508
22.5552	0.522
22.5754	0.536
22.5956	0.553
22.6158	0.567
22.6359	0.580
22.6561	0.598
22.6763	0.607
22.6965	0.617
22.7166	0.630
22.7368	0.636
22.7569	0.646
22.7770	0.651
22.7972	0.656
22.8173	0.659
22.8374	0.657
22.8575	0.660
22.8776	0.658
22.8977	0.655
22.9177	0.649
22.9378	0.641
22.9579	0.636
22.9779	0.625
22.9979	0.615
23.0180	0.604
23.0380	0.591
23.0580	0.577
23.0780	0.563
23.0981	0.552
23.1181	0.535
23.1381	0.519
23.1581	0.507
23.1781	0.491
23.1981	0.477
23.2182	0.464
23.2382	0.451
23.2582	0.437
23.2782	0.427
23.2983	0.417
23.3183	0.409
23.3384	0.399
23.3585	0.394
23.3785	0.390
23.3986	0.387
23.4187	0.389
23.4388	0.389
23.4589	0.388
23.4791	0.394
23.4992	0.399
23.5193	0.402
23.5395	0.413
23.5596	0.422
23.5798	0.432
23.5999	0.443
23.6201	0.455
23.6403	0.470
23.6605	0.484
23.6807	0.500
23.7008	0.512
23.7210	0.528
23.7412	0.542
23.7614	0.556
23.7816	0.569
23.8017	0.582
23.8219	0.595
23.8421	0.608
23.8623	0.619
23.8824	0.628
23.9026	0.636
23.9227	0.643
23.9428	0.651
23.9630	0.654
23.9831	0.654
24.0032	0.658
24.0233	0.657
24.0434	0.652
24.0634	0.649
24.0835	0.646
24.1036	0.637
24.1236	0.629
24.1437	0.621
24.1637	0.610
24.1838	0.599
24.2038	0.585
24.2238	0.572
24.2438	0.559
24.2638	0.545
24.2839	0.531
24.3039	0.517
24.3239	0.504
24.3439	0.488
24.3639	0.471
24.3839	0.461
24.4040	0.447
24.4240	0.435
24.4440	0.426
24.4641	0.416
24.4841	0.408
24.5042	0.399
24.5243	0.394
24.5443	0.393
24.5644	0.388
24.5845	0.387
24.6046	0.391
24.6247	0.393
24.6449	0.397
24.6650	0.399
24.6851	0.409
24.7053	0.416
24.7255	0.429
24.7456	0.436
24.7658	0.450
24.7859	0.462
24.8061	0.472
24.8263	0.488
24.8465	0.504
24.8667	0.518
24.8869	0.531
24.9070	0.546
24.9272	0.559
24.9474	0.575
24.9676	0.587
24.9878	0.600
25.0079	0.610
25.0281	0.620
25.0482	0.629
25.0684	0.636
25.0885	0.642
25.1086	0.647
25.1287	0.651
25.1489	0.655
25.1690	0.653
25.1891	0.655
25.2091	0.649
25.2292	0.648
25.2493	0.639
25.2693	0.633
25.2894	0.625
25.3094	0.616
25.3295	0.606
25.3495	0.595
25.3695	0.580
25.3896	0.567
25.4096	0.555
25.4296	0.541
25.4496	0.527
25.4697	0.514
25.4897	0.500
25.5097	0.484
25.5297	0.471
25.5497	0.456
25.5697	0.444
25.5898	0.434
25.6098	0.424
25.6299	0.415
25.6499	0.408
25.6700	0.402
25.6901	0.394
25.7102	0.394
25.7302	0.389
25.7503	0.392
25.7705	0.394
25.7905	0.393
25.8107	0.400
25.8308	0.405
25.8510	0.412
25.8711	0.420
25.8913	0.430
25.9114	0.440
25.9316	0.451
25.9518	0.463
25.9719	0.478
25.9921	0.491
26.0123	0.505
26.0325	0.519
26.0527	0.535
26.0728	0.545
26.0930	0.561
26.1132	0.574
26.1334	0.586
26.1535	0.598
26.1737	0.611
26.1939	0.620
26.2140	0.630
26.2342	0.636
26.2543	0.645
26.2744	0.649
26.2945	0.649
26.3147	0.653
26.3348	0.654
26.3548	0.649
26.3749	0.647
26.3950	0.645
26.4151	0.636
26.4351	0.630
26.4552	0.622
26.4752	0.612
26.4953	0.602
26.5153	0.587
26.5353	0.576
26.5553	0.560
26.5754	0.550
26.5954	0.537
26.6154	0.521
26.6354	0.507
26.6554	0.494
26.6754	0.479
26.6955	0.468
26.7155	0.454
26.7355	0.442
26.7556	0.433
26.7756	0.423
26.7957	0.415
26.8157	0.408
26.8358	0.403
26.8559	0.398
26.8760	0.396
26.8960	0.392
26.9162	0.394
26.9363	0.393
26.9564	0.396
26.9765	0.400
26.9966	0.409
27.0168	0.413
27.0369	0.424
27.0571	0.434
27.0772	0.444
27.0974	0.455
27.1176	0.470
27.1378	0.482
27.1579	0.496
27.1781	0.509
27.1983	0.522
27.2185	0.538
27.2387	0.551
27.2588	0.564
27.2790	0.577
27.2992	0.589
27.3194	0.602
27.3395	0.612
27.3597	0.619
27.3798	0.629
27.4000	0.636
27.4201	0.641
27.4402	0.649
27.4603	0.648
27.4804	0.650
27.5005	0.648
27.5206	0.646
27.5407	0.644
27.5608	0.639
27.5808	0.633
27.6009	0.623
27.6210	0.618
27.6410	0.606
27.6610	0.598
27.6811	0.587
27.7011	0.572
27.7211	0.559
27.7411	0.544
27.7612	0.531
27.7812	0.518
27.8012	0.504
27.8212	0.492
27.8412	0.478
27.8613	0.463
27.8813	0.452
27.9013	0.441
27.9214	0.431
27.9414	0.423
27.9615	0.415
27.9815	0.408
28.0016	0.401
28.0217	0.397
28.0418	0.394
28.0619	0.394
28.0820	0.393
28.1021	0.398
28.1222	0.401
28.1423	0.406
28.1624	0.409
28.1826	0.420
28.2028	0.428
28.2229	0.437
28.2431	0.448
28.2632	0.459
28.2834	0.471
28.3036	0.486
28.3238	0.499
28.3439	0.512
28.3641	0.526
28.3843	0.539
28.4045	0.555
28.4247	0.571
28.4448	0.580
28.4650	0.591
28.4852	0.601
28.5053	0.614
28.5255	0.622
28.5456	0.630
28.5658	0.639
28.5859	0.642
28.6060	0.648
28.6261	0.647
28.6462	0.648
28.6663	0.647
28.6864	0.645
28.7065	0.644
28.7266	0.636
28.7466	0.630
28.7667	0.623
28.7867	0.614
28.8068	0.602
28.8268	0.592
28.8468	0.580
28.8669	0.568
28.8869	0.556
28.9069	0.540
28.9269	0.527
28.9470	0.514
28.9670	0.501
28.9870	0.488
29.0070	0.476
29.0271	0.464
29.0471	0.450
29.0671	0.439
29.0872	0.431
29.1072	0.422
29.1273	0.412
29.1473	0.406
29.1674	0.404
29.1875	0.400
29.2076	0.395
29.2277	0.395
29.2478	0.399
29.2679	0.398
29.2880	0.405
29.3081	0.407
29.3283	0.413
29.3484	0.423
29.3686	0.432
29.3887	0.442
29.4089	0.452
29.4291	0.463
29.4492	0.478
29.4694	0.491
29.4896	0.503
29.5098	0.516
29.5300	0.532
29.5501	0.542
